,KZN WIFI HOTSPOTS,,,,,,,
253,Greyville ,Salon El Shaddai ,Hair Salon ,Lome Street ,Telkom ,,,
254,Greyville ,Sintus Café ,Restaurant ,41 Centenary Road ,Telkom ,,,
255,Greyville ,Telkom Express,City View ,10 Matthews Meyiwa Road ,Telkom ,,,
256,Greyville ,Total Garage ,Garage ,193 First Avenue Road ,Telkom ,,,
257,Hammersdale,Nedbank,Bank,Kunene Road ,Vast Networks ,,,
258,Hammersdale,Nedbank Boxer ,Store ,Kunene Road ,Vast Networks ,,,
259,Hammersdale ,Debonairs & Fishaways ,Hammersdale Junction ,A33 and Kunene Road ,Telkom,,,
260,Hammersdale ,Gladina Coffee Shop ,Restaurant ,Anderson Road ,Telkom,,,
261,Harding,Rage Fashion ,Clothing Shop ,Cnr Hawkins and Livingstone Street,Telkom ,,,
262,Hillcrest ,Boys 2 Men Barbers ,Hair Salon ,6 Delamore Road ,Telkom,,,
263,Hillcrest ,BP Garage ,Garage ,Inanda Road,AlwaysOn,,,
264,Hillcrest ,Caltex Freshstop ,Garage ,15 Old Main Road ,Telkom,,,
265,Hillcrest ,Debonairs ,Restaurant ,37 Rowles Avenue ,Telkom,,,
266,Hillcrest ,Fawncastle Estate ,Estate ,34 Mill Road,Telkom,,,
267,Hillcrest ,Green Chilli,Restaurant ,2 Marbleray Drive ,Telkom ,,,
268,Hillcrest ,KFC ,Oxford Village ,9 Old Main Road ,Telkom ,,,
269,Hillcrest ,KFC ,Restaurant ,45 Old Main Road ,Telkom ,,,
270,Hillcrest ,KFC ,N3 Complex ,Corner Old Main Road ,Telkom,,,
271,Hillcrest ,Kia Dealership,Car Lot ,36A Old Main Road ,Telkom ,,,
272,Hillcrest ,McDonalds ,Restaurant ,R103 Old Main Road ,-,Unlimited ,30MB ,
273,Hillcrest ,McDonalds ,Restaurant,R103 Old Main Road and Crooked Lane ,Telkom ,,,
274,Hillcrest ,Medicross Medical ,Hospital,Nqutu Road ,Telkom ,,,
275,Hillcrest ,Mozambik 244 ,Clanclieni Centre ,9 Inanda Road ,Telkom ,,,
276,Hillcrest ,Mugg & Bean ,Restaurant,Old Main Road,Vast Networks ,,,
277,Hillcrest ,Mugg & Bean ,Watercrest Mall,Cnr Inanda and Brackenhill Road,AlwaysOn,,,
278,Hillcrest ,Peacock Hair and Beauty Salon ,Hair Salon ,Old Main and Inanda Road ,Telkom ,,,
279,Hillcrest ,Telkom Direct Store ,Christian Village Shopping Centre ,46 Old Main Road ,-,Unlimited ,30MB ,
280,Hillcrest ,Woolworths,Clothing Shop ,Main Road ,Vast Networks ,,,
281,Hlabisa,KFC ,Restaurant ,R618 Hlabisa Township ,Wireless G,,,
282,Hluhluwe ,Steers,Restaurant,N2 Hluhluwe North Bound ,Vast Networks ,,,
283,Hluhluwe ,Total Garage ,Garage ,20 Main Road ,Telkom ,,,
284,Hluhluwe ,Wimpy,Restaurant ,Main Road,Vast Networks ,,,
285,Howick,Moffatt Optical ,Eye Specialist ,148 Old Main Road ,Telkom,,,
286,Howick,Nandos,Restaurant ,Howick,Vast Networks,,,
287,Howick,Nedbank ,Bank ,Harverd Street ,Vast Networks ,,,
288,Howick,Rage Fashion ,Clothing ,45 Main Road ,Telkom,,,
289,Howick,Supa Quick ,Car Accessories ,36 Main Road ,Telkom,,,
290,Howick,Wimpy ,Restaurant ,Howick,Vast Networks ,,,
291,Inanda ,Inanda Seminary Scholl,Girls School,M25 4310 KaWolowolo,Public Access ,,,
292,Isipingo ,Isipingo Hospital ,Hospital ,162 Old Main Road ,Telkom,,,
293,Isipingo ,JJs House of Curries ,Allys Centre ,7 Old Main Road ,Telkom,,,
294,Isipingo ,KFC,Restaurant,Alexandra Avenue ,AlwaysOn,,,
295,Isipingo ,SA Clinics ,Clinic ,3 Police Station Road ,Telkom ,,,
296,Isipingo ,The View at 686,Hotel,Ocean View Drive ,AlwaysOn,,,
297,Isipingo ,The View at 686,Hotel,Ocean View Drive ,Vast Networks ,,,
298,Jacobs ,Caltex Freshstop ,Garage ,19 Brighton Road ,Telkom,,,
299,Jozini,Chesanyama ,Restaurant ,P44 Jozini Main Road ,Telkom,,,
300,Kensington Village,Pizza Boyz,Restaurant ,17 Mackeurtan Avenue ,Telkom ,,,
301,Killarney ,KFC ,Restaurant ,Cnr Koeberg and Turf Avenue ,Wireless G,,,
302,Kingsburgh,Hair 2 Stay,Hair Salon ,4 Arraucaria Road,Telkom,,,
303,Kingsburgh,Kingsburgh Regional Office ,Office ,11 Mayors Mews,Public Access ,,,
304,Kingsburgh,Perfect Pizza ,Restaurant ,4 Winklespruit Road ,Telkom ,,,
305,Kloof ,Dbn-kloof-haygarth-ispot.co.za,,Haygarth Road,iSpot ,,,
306,Kloof ,Dbn-kloof-haygarth-ispot.co.za,,Haygarth Road,iSpot ,,,
307,Kloof ,Em and Em Skin and Body ,Spa,72 Old Main Road ,Telkom,,,
308,Kloof ,KFC ,Restaurant,33 Village Road ,Telkom,,,
309,Kloof ,Kloof (Haygarth),,Haygarth Road,iSpot ,,,
310,Kloof ,Kloof Highway SPCA ,SPCA ,29 Village Road ,Telkom ,,,
311,Kloof ,Nedbank ,Bank ,Old Main Road,Vast Networks ,,,
312,Kloof ,Old1-dbn-kloof-haygarth-ispot.co.za,,Haygarth Road,iSpot ,,,
313,Kloof ,Phuket Thai ,Umhlanga Plaza,Lagoon Drive,-,Unlimited ,30MB ,
314,Kloof ,The Curry Guru ,Delcairn Centre ,6 Village Road ,Telkom ,,,
315,Kokstad,Glasfit ,Car Accessories Shop,2 Hope Street,Telkom,,,
316,Kokstad,Kilimanjaro Guest House,Hotel,79 Hope Street ,Telkom ,,,
317,Kokstad,King Pie,Restaurant,66 Main Street,Telkom ,,,
318,Kokstad,La Gondola ,-,33 Groom Street ,Telkom ,,,
319,Kokstad,Nandos ,Restaurant,78 Main Street,Telkom ,,,
320,Kokstad,Nandos ,Restaurant,79 Hope Street ,Telkom ,,,
321,Kokstad,Old Fashioned Fish and Chips ,Restaurant,Cnr Main and Dower Street,Telkom ,,,
322,Kokstad,Total Garage ,Garage ,Farm Ebute No 156,Telkom,,,
323,KwaDukuza,KFC ,Restaurant,Cato Street ,AlwaysOn,,,
324,KwaDukuza,KFC ,Restaurant,Cato Street ,Vast Networks ,,,
325,KwaDukuza,Princes Grant Lodge ,Hotel ,1 Babu Bodasing Avenue,AlwaysOn,,,
326,KwaDukuza,Princes Grant Lodge ,Hotel ,1 Babu Bodasing Avenue,Vast Networks ,,,
327,KwaMashu,Access1-brdg-city-kwm-ispot.co.za,Bridge City Centre ,Station Road ,iSpot ,,,
328,KwaMashu,Access1-kwm-mall-ispot.co.za,KwaMashu Mall ,300 Mandela Road ,iSpot ,,,
329,KwaMashu,Cya Salon ,Hair Salon ,P53 Bhetjane Road,Telkom,,,
330,KwaMashu,iSpot Base Bridge City,Bridge City Centre ,Station Road ,iSpot ,,,
331,KwaMashu,KFC ,Restaurant ,Mandela Road ,Wireless G,,,
332,KwaMashu,Kwa Mashu Church,Church,Kwamashu ,iSpot ,,,
333,KwaMashu,Kwa Mashu Printers,Printing Service ,Kwamashu ,iSpot ,,,
334,KwaMashu,Kwamashu Printing Services MT,Printing Service ,Kwamashu ,iSpot ,,,
335,KwaMashu,McDonalds ,Bridge Mall ,Bridge Mall KwaMashu ,-,,30MB ,
336,KwaMashu,McDonalds ,Bridge Mall ,Bridge Mall KwaMashu ,-,Unlimited ,30MB ,
337,KwaMashu,Old Fashioned Fish and Chips ,Bridge Mall ,Bridge Mall KwaMashu ,-,Unlimited ,30MB ,
338,KwaMashu,Philanis Salon ,Hair Salon ,71 Umfolozi Road ,Telkom ,,,
339,KwaMashu,Pie City ,Bridge City Centre ,Kwamashu Highway and Malandela Road,Telkom ,,,
340,KwaMashu,Rage Fashion ,Bridge Mall ,Bridge Mall KwaMashu ,-,,30MB ,
341,KwaMashu,Rage Fashion ,Clothing Shop ,Mandela Road ,Telkom ,,,
342,KwaMashu,Roots ,Bridge Mall ,Bridge Mall KwaMashu ,-,,30MB ,
343,KwaMashu,Sbahles Baber Shop and Salon ,Ithala Centre ,Malande Road ,AlwaysOn,,,
344,KwaMashu,Sbonza Salon ,Hair Salon ,71 Umfolozi Road ,Telkom ,,,
345,La Lucia ,Caltex Freshstop ,Garage ,40 Forest Drive ,Telkom,,,
346,La Lucia ,Engen 1 Stop ,Garage ,47 Armstrong Avenue ,Telkom,,,
347,La Lucia ,Europa Food Emporium,Restaurant ,90 William Campbell Drive ,Telkom,,,
348,La Lucia ,La Lucia Mall,Shopping Centre ,90 William Campbell Drive ,Vast Networks ,,,
349,La Lucia ,Mugg & Bean ,La Lucia Mall,90 William Campbell Drive ,Telkom ,,,
350,La Lucia ,Mugg & Bean ,La Lucia Mall,90 William Campbell Drive ,Vast Networks ,,,
351,La Lucia ,Nedbank ,La Lucia Mall,90 William Campbell Drive ,Telkom ,,,
352,La Lucia ,Terry Scott Hairdressing,Hairdresser,90 William Campbell Drive ,Telkom ,,,
353,La Lucia ,Vida e Caffe ,Restaurant,90 William Campbell Drive ,Telkom,,,
354,La Lucia ,Wimpy  ,St Lucia,St Lucia Estuary ,-,30mins ,50MB,
355,La Lucia ,Wimpy  ,La Lucia Mall,90 William Campbell Drive ,Wireless G,,,
356,La Mercy,Budget Car Rental,Car Rental,King Shaka Airport ,AlwaysOn,,,
357,La Mercy,Fegos ,King Shaka Airport,King Shaka Drive ,-,Unlimited ,Uncapped ,
358,La Mercy ,KFC ,Restaurant ,King Shaka Drive ,Wireless G,,,
359,La Mercy ,King Shaka International Airport ,King Shaka Airport,King Shaka Drive ,Public Access ,,,
360,La Mercy ,King Shaka International Airport ,King Shaka International Airport ,King Shaka Drive ,Vast Networks ,,,
361,La Mercy ,Mugg & Bean ,King Shaka Airport,King Shaka Drive ,-,30mins ,50MB,
362,La Mercy ,News Café ,King Shaka Airport,King Shaka Drive ,-,30mins ,50MB,
363,La Mercy ,Rhapsodys Easy Lounge ,King Shaka Airport,King Shaka Drive ,-,Unlimited ,Uncapped ,
364,La Mercy ,Spur,King Shaka Airport,King Shaka Drive ,-,50mins,30MB ,
365,Ladysmith,Angelique Beauty Boutique,Hair Salon ,63 Queen Street ,Telkom,,,
366,Ladysmith,Crown Hotel,Hotel,90 Murchison Street ,Telkom,,,
367,Ladysmith,Engen 1 Stop ,Garage ,Tugela 1 Stop North,Telkom,,,
368,Ladysmith,Guinea Fowl ,Restaurant ,Cnr Frank and Harrismith Road,Telkom,,,
369,Ladysmith,Nedbank,Bank,Murchison Street ,Vast Networks ,,,
370,Ladysmith,Nedbank,Bank,Murchison Street ,AlwaysOn,,,
371,Ladysmith,Ossies Tyres,Car Accessories ,17 Murchison Street,Telkom,,,
372,Ladysmith,Rage Fashion ,Clothing ,Cnr Keate and Alexander Street ,Telkom,,,
373,Ladysmith,Rage Fashion ,Clothing ,90 Murchison Street ,Telkom,,,
374,Ladysmith,The Food Palace ,Restaurant ,244 Murchison Street ,Telkom,,,
375,Lamontville ,Lamontville Library ,Library,110 Mlongo Drive ,Public Access ,,,
376,Madadeni ,Fish and Chips Co ,Restaurant ,P483 Road,Telkom,,,
377,Mandeni ,Total Garage ,Garage ,415 Main Road ,Telkom,,,
378,Manguzi ,KFC ,Restaurant ,P522 Manguzi Road,Wireless G,,,
379,Marburg,KFC ,Restaurant ,Cnr Watterson and Borchers ,Wireless G,,,
380,Margate ,Budget Car Rental,Car Rental,Margate Airport,Telkom,,,
381,Margate ,Budget Car Rental,Car Rental,2 Muchroom Lane ,telkom,,,
382,Margate ,King Fisher Total,Restaurant,3012 Marine Drive ,Telkom ,,,
383,Margate ,Larrys Family Restaurant ,Restaurant ,Panorama Parade ,Telkom ,,,
384,Margate ,Mr Fish,Restaurant,Marwe Drive ,Telkom ,,,
385,Margate ,Mugg & Bean ,Restaurant,Marine Drive ,Vast Networks,,,
386,Margate ,Mugg & Bean ,Restaurant,Marine Drive ,AlwaysOn,,,
387,Margate ,Nandos ,Shelly Beach ,Main Road ,Telkom ,,,
388,Margate ,One Eyed Jack ,Continental Court ,Marine Drive ,Telkom ,,,
389,Margate ,Quinta Portugusa ,Restaurant,602 Main Drive,Telkom ,,,
390,Margate ,Rage Fashion ,Clothing Shop ,Cnr Wartski and Windsor Avenue ,Telkom ,,,
391,Marrion Hill,Tre Fontage Guest House ,Hotel ,1 Abbot Francis Street ,Telkom,,,
392,Matubatuba ,John Dorys ,Restaurant,McKenzie Street ,Vast Networks ,,,
393,Matubatuba ,Nedbank ,Taxi City ,Off the R618,Vast Networks,,,
394,Matubatuba ,Nedbank ,Taxi City ,Off the R618,AlwaysOn,,,
395,Matubatuba ,Wimpy  ,Restaurant,McKenzie Street ,Vast Networks ,,,
396,Mayville,Caltex Freshstop ,Garage ,13 Brickfield Road  ,Telkom,,,
397,Mayville,Skyy Aviation Academy ,Training Centre ,17 Buro Crescent ,Telkom ,,,
398,Meerbank,KFC ,Restaurant,Raj Mal Road ,Telkom,,,
399,Melmoth,Golf View Lodge,Hotel ,33 AF Leitch Drive ,iSpot ,,,
400,Melmoth,KFC ,Restaurant ,29 Piet Retief Street ,Wireless G,,,
401,Melmoth,Nedbank,Bank,Jacob Cohn Street,Vast Networks ,,,
402,Melmoth,Nedbank,Bank,Jacob Cohn Street,AlwaysOn,,,
403,Melmoth,Nedbank Boxer ,Store ,Main Road,Vast Networks,,,
404,Merebank,Dr DK Pillay Surgery ,Doctors Office ,97 Warangal Road ,Telkom,,,
405,Merewent ,Soundlab Inc ,Car Accessories Shop,4 Ajmer Road ,Telkom ,,,
406,Mkhuze,Wimpy,Restaurant,50 Main Road,Vast Networks ,,,
407,Mkuze,Doregos Mkuze,Restaurant ,5 Main Road ,Vast Networks,,,
408,Mobeni,KFC ,Restaurant ,35 Grimsby Road ,Wireless G,,,
409,Mobeni,Supa Quick ,Car Accessories Shop,152C Leicester Road ,Telkom ,,,
410,Mobeni ,Daytona Motors ,Car Accessories Shop,2052 Old South Coast Road ,Telkom,,,
411,Montclair,KFC ,Restaurant ,185 Wood Road ,Wireless G,,,
412,Montclair,Rage Fashion ,Clothing Shop ,169 Wood Road ,Telkom ,,,
413,Montclair,Summerfield Service Station,Garage ,62 Roland Chapman Drive ,Telkom ,,,
414,Montclair,Wingate Service Station ,Garage ,174 Wingate Road ,Telkom,,,
415,Mooi River ,Wimpy ,Restaurant ,Mooi River N3 ,Vast Networks ,,,
416,Morningside ,Absolute Lounge ,Lounge ,Wallace Road ,Vast Networks ,,,
417,Morningside ,Bhuddha Belly Café ,Florida Road ,124 Florida Road,-,Unlimited ,30MB ,
418,Morningside ,Caltex Freshstop ,Garage ,Florida and Argyle Road ,Telkom,,,
419,Morningside ,Camelot International Beauty School,Beauty School,26 Chaceley Place ,Telkom,,,
420,Morningside ,Cappello Florida Road Hotspot,Restaurant ,Florida Road ,iSpot ,,,
421,Morningside ,Cigusta ,Restaurant ,Madeline Road ,Vast Networks ,,,
422,Morningside ,Cocos on Florida,Restaurant ,28 Florida Road ,Telkom,,,
423,Morningside ,Coffee Break,City View ,Stamford Hill Road ,Telkom,,,
424,Morningside ,Eitz Café ,Restaurant ,127 Lilian Ngoyi Road ,Telkom,,,
425,Morningside ,Emakhosini Boutique Hotel WiFi,Hotel ,3 Lumsden Crescent ,iSpot ,,,
426,Morningside ,Emakhosini East Hotel - Downstairs,Hotel ,3 Lumsden Crescent ,iSpot ,,,
427,Morningside ,Emakhosini East WiFi Reception,Hotel ,3 Lumsden Crescent ,iSpot ,,,
428,Morningside ,Embury House Taining Centre ,Training Centre ,119 Lilian Ngoyi Road ,Internet ,,,
429,Morningside ,Europa Food Emporium,Florida Road ,167 Florida Road ,Vast Network,,,
430,Morningside ,Europa Food Emporium,Florida Road ,167 Florida Road ,AlwaysOn,Unlimited ,50MB,
431,Morningside ,Florida Road Tourism ,Tourism Office ,Florida Road ,Public Access ,,,
432,Morningside ,Hi-Q,Car Accessories Shop,441 Umgeni Road ,Telkom,,,
433,Morningside ,Hubcaps Woodfire Pizza ,Restaurant ,118 Cowey Road ,Telkom,,,
434,Morningside ,Independent Newspapers Durban ,Newspaper Printer ,Bornick Road ,Vast Networks ,,,
435,Morningside ,Luna Blu Gourmet Food ,Restaurant ,427 Windermere Road,-,30mins ,Uncapped ,
436,Morningside ,Mugg & Bean ,Suncoast Casino ,20 Battery Beach Road ,Vast Networks ,,,
437,Morningside ,Mugg & Bean ,Suncoast Casino ,20 Battery Beach Road ,AlwaysOn,,,
438,Morningside ,Nedbank ,Kingsmead Campus ,Kingsmead Boulevard ,AlwaysOn,,,
439,Morningside ,Ninos,Moses Mabhida Stadium ,44 Isaiah Ntshangase Road ,AlwaysOn,,,
440,Morningside ,Restaurants on Florida Road (MWEB),Florida Road ,Florida Road ,-,Unlimited ,Uncapped ,
441,Morningside ,RJ's Restaurant,Restaurant ,116 Florida Road ,Telkom ,,,
442,Morningside ,Santana Hair ,Restaurant ,275 Florida Road ,-,Unlimited ,30MB ,
443,Morningside ,Silver Oaks Boutique Hotel,Hotel,17 Silverton Road ,Telkom ,,,
444,Morningside ,Southern Sun Elangeni & Maharani ,Hotel ,Snell Parade ,AlwaysOn,,,
445,Morningside ,Sun1 Durban,Hotel,Masabalala Yengwa Avenue ,AlwaysOn,,,
446,Morningside ,Suncoast Hotel and Towers ,Hotel ,20 Battery Beach Road ,AlwaysOn,,,
447,Morningside ,The Address ,Restaurant ,101 Inrus Road ,Telkom ,,,
448,Morningside ,The Czar,Florida Road ,178 Florida Road,-,Unlimited ,30MB ,
449,Morningside ,Tsogo Sun Sun Coast Casino,Casino ,20 Battery Beach Road ,AlwaysOn,,,
450,Morningside ,Upton Hall,Hotel ,16 Eastbourne Road,iSpot ,,,
451,Morningside ,Vintage Hotel,Hotel,32 & 34 Second Avenue ,Telkom,,,
452,Mount Edgecombe,KFC,Mount Edgecombe Plaza ,R102 Hill Head Road ,AlwaysOn,,,
453,Mount Edgecombe,KFC ,Restaurant,City Boundary Street ,AlwaysOn,,,
454,Mount Edgecombe,KFC ,Restaurant,City Boundary Street ,Vast Networks,,,
455,Mount Edgecombe,McDonalds ,Restaurant ,Junction and Hillhead Road,AlwaysOn,,,
456,Mt Edgecombe,Caltex Freshstop ,Garage ,34 Hillhead Drive ,Telkom,,,
457,Mt Edgecombe,Island Park Convenience Centre ,Convenience Store ,89 Flanders Drive ,Telkom,,,
458,Mtubatuba ,King Pie,Restaurant,42/1 St Lucia Street ,Telkom ,,,
459,Mtubatuba ,Rage Fashion ,Clothing Shop ,John Ross Highway,Telkom ,,,
460,Mtubatuba ,Rage Fashion ,Clothing Shop ,Mtuba Mall Portion 1 of 58 ,Telkom ,,,
461,Musgrave ,Barcelos ,Musgrave Shopping Centre ,115 Musgrave Road ,-,Unlimited ,30MB ,
462,Musgrave ,Botanical Gardens ,Gardens ,70 St Thomas Street ,Public Access ,,,
463,Musgrave ,Circus Circus ,Musgrave Shopping Centre ,115 Musgrave Road ,-,Unlimited ,30MB ,
464,Musgrave ,Kauai ,Musgrave Shopping Centre ,115 Musgrave Road ,-,30mins ,Uncapped ,
465,Musgrave ,KFC ,Restaurant ,115 Musgrave Road ,Wireless G,,,
466,Musgrave ,Mesami Hotel,Hotel ,Currie Road,iSpot ,,,
467,Musgrave ,Mugg & Bean ,Musgrave Shopping Centre ,115 Musgrave Road ,Internet ,,,
468,Musgrave ,Rags Hair and Beauty ,Hair Salon ,115 Musgrave Road ,Telkom ,,,
469,Musgrave ,Scizzors Hair Studio ,Hair Salon ,4 Caister Crescent ,Telkom ,,,
470,Musgrave ,Sicas Guest House - Musgrave,Hotel,27 Winter Avenue,iSpot ,,,
471,Musgrave ,St Clemenets ,Restaurant ,191 Musgrave Road ,-,Unlimited ,Uncapped ,
472,Musgrave ,TDS Musgrave ,Musgrave Shopping Centre ,115 Musgrave Road ,Telkom ,,,
473,Musgrave ,Telkom Direct Store ,Musgrave Shopping Centre ,115 Musgrave Road ,-,Unlimited ,30MB ,
474,Musgrave ,Telkom Direct Store ,Musgrave Shopping Centre ,115 Musgrave Road ,Wireless G,,,
475,Musgrave ,Terry Scott Hairdressing,Hairdresser,115 Musgrave Road ,-,Unlimited ,30MB ,
476,Musgrave ,Unique Look Salon,Hair Salon ,121 Essenwood Road,Telkom,,,
477,Musgrave ,Woolworths ,Store ,115 Musgrave Road ,Vast Networks ,,,
478,New Germany ,Cheers Pub and Grill,Pub,69 Shepstone Road ,Telkom,,,
479,New Germany ,Nedbank ,Bank ,Qashana Khuzwayo Road,Vast Networks ,,,
480,New Germany ,Tates Kasi Grill,Restaurant ,433 Zazi and 7th Avenue ,Telkom ,,,
481,Newcastle ,ABSA ,Bank,Whyte Street,AlwaysOn,,,
482,Newcastle ,ABSA ,Bank,Whyte Street,Vast Networks ,,,
483,Newcastle ,Garden Court Blackrock Casino,Hotel,Allen Street ,AlwaysOn,,,
484,Newcastle ,Glasfit,Car Accessories ,15 Harding Street ,Telkom,,,
485,Newcastle ,Hungry Lion ,Restaurant ,Village Walk Shopping Centre ,Telkom,,,
486,Newcastle ,Jimmys Killer Grills,Restaurant ,26 Victoria Road,Telkom,,,
487,Newcastle ,John Dorys ,Restaurant ,26 Victoria Road,Telkom,,,
488,Newcastle ,Kwik Fit,Car Accessories ,23 Ayliff Street,Telkom,,,
489,Newcastle ,Little India Food Court,Restaurant ,72 Harding Street ,Telkom,,,
490,Newcastle ,McDonalds ,Restaurant ,Cnr Memmel and Volksrust Road,Telkom,,,
491,Newcastle ,Milky Lane,Restaurant ,26 Victoria Road,Telkom,,,
492,Newcastle ,Mugg & Bean ,Restaurant ,Allen Street,Vast Networks ,,,
493,Newcastle ,Mugg & Bean ,Restaurant ,Allen Street,AlwaysOn,,,
494,Newcastle ,Ossies Tyres,Car Accessories ,11 Bridger Street ,Telkom,,,
495,Newcastle ,Ossies Tyres,Car Accessories ,68 Allen Street ,Telkom,,,
496,Newcastle ,Papa Joes Bakery,Restaurant ,37 Allen Street ,Telkom,,,
497,Newcastle ,Powerflow E.H,Car Accessories ,7 Aylife Street ,Telkom,,,
498,Newcastle ,Rage Fashion ,Clothing ,Cnr Kirkland and Allen Street ,Telkom,,,
499,Newcastle ,Rage Fashion ,Clothing ,Cnr Kirkland and Allen Street ,Telkom,,,
500,Newcastle ,Rage Fashion ,Clothing ,26 Victoria Road,Telkom,,,
501,Newcastle ,Rage Fashion ,Clothing ,Cnr Oak and Ladysmith Road,Telkom,,,
